,0,1,2,3,4
0,2021-06-22 08:49:36,1407259465011843073,RT @ThierryFCB_: Messi time. https://t.co/4jCmQgx30H,"User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 3357953993, 'id_str': '3357953993', 'name': 'luiiz eduardo', 'screen_name': 'eduardoluiiz500', 'location': '', 'description': 'porque dele, por ele, para ele, são todas as coisas!!', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 60, 'friends_count': 1587, 'listed_count': 0, 'created_at': 'Sat Jul 04 02:49:12 +0000 2015', 'favourites_count': 4016, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 482, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1306289625183457282/C8nqw9SS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1306289625183457282/C8nqw9SS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3357953993/1600278691', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=3357953993, id_str='3357953993', name='luiiz eduardo', screen_name='eduardoluiiz500', location='', description='porque dele, por ele, para ele, são todas as coisas!!', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=60, friends_count=1587, listed_count=0, created_at=datetime.datetime(2015, 7, 4, 2, 49, 12), favourites_count=4016, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=482, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1306289625183457282/C8nqw9SS_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1306289625183457282/C8nqw9SS_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3357953993/1600278691', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
1,2021-06-22 08:49:35,1407259459890683906,"RT @TotalLeoMessi: Lionel messi left them for dead 🤯

 https://t.co/sUQ84yXUJe","User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 818226788, 'id_str': '818226788', 'name': 'Junaid', 'screen_name': 'Mo_Junaid_H', 'location': 'Hogwarts', 'description': 'Perception is reality', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 471, 'friends_count': 376, 'listed_count': 3, 'created_at': 'Tue Sep 11 21:28:51 +0000 2012', 'favourites_count': 2474, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 39393, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ACDED6', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme5/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1331933599394897920/R6Ijy1L6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1331933599394897920/R6Ijy1L6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/818226788/1512428856', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=818226788, id_str='818226788', name='Junaid', screen_name='Mo_Junaid_H', location='Hogwarts', description='Perception is reality', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=471, friends_count=376, listed_count=3, created_at=datetime.datetime(2012, 9, 11, 21, 28, 51), favourites_count=2474, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=39393, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='ACDED6', profile_background_image_url='http://abs.twimg.com/images/themes/theme5/bg.gif', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme5/bg.gif', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1331933599394897920/R6Ijy1L6_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1331933599394897920/R6Ijy1L6_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/818226788/1512428856', profile_link_color='4A913C', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
2,2021-06-22 08:49:35,1407259459072581632,@GyenAbubakar @MonteYeelim @aNigerian_Youth @anushree_68 And messi won 36 trophies all alone,"User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 762959338919059456, 'id_str': '762959338919059456', 'name': 'Bedardi Balma', 'screen_name': 'dard_ka_balm', 'location': 'India', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 10, 'friends_count': 490, 'listed_count': 0, 'created_at': 'Tue Aug 09 10:30:56 +0000 2016', 'favourites_count': 122, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1263388610105012225/RrScd3qG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1263388610105012225/RrScd3qG_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=762959338919059456, id_str='762959338919059456', name='Bedardi Balma', screen_name='dard_ka_balm', location='India', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=10, friends_count=490, listed_count=0, created_at=datetime.datetime(2016, 8, 9, 10, 30, 56), favourites_count=122, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=2, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1263388610105012225/RrScd3qG_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1263388610105012225/RrScd3qG_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
3,2021-06-22 08:49:32,1407259447563587588,@RussaRuleta @1hemdm @bcamgozz Dolaylı yoldan sms e müdahale ediliyor. Aleyna ve Ayşe nomralde son 4 e bile kalamay… https://t.co/qyp8jmEdpg,"User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 1269746768205565959, 'id_str': '1269746768205565959', 'name': 'Santa Cruz', 'screen_name': 'SantaCr38013964', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 54, 'friends_count': 79, 'listed_count': 0, 'created_at': 'Sun Jun 07 21:43:26 +0000 2020', 'favourites_count': 4190, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3313, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1275724637268324352/a2vVtPrA_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1275724637268324352/a2vVtPrA_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1269746768205565959, id_str='1269746768205565959', name='Santa Cruz', screen_name='SantaCr38013964', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=54, friends_count=79, listed_count=0, created_at=datetime.datetime(2020, 6, 7, 21, 43, 26), favourites_count=4190, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=3313, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1275724637268324352/a2vVtPrA_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1275724637268324352/a2vVtPrA_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
4,2021-06-22 08:49:31,1407259441792274432,@Andrea_dgb @e_n_zo_ @ActuFoot_ C’est pas en mettant des drapeaux lgbt partout que ça va changer quelque chose hein… https://t.co/K66dLkdSME,"User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 1399400934766153730, 'id_str': '1399400934766153730', 'name': 'LK_SCH', 'screen_name': 'Messi_Legoatt', 'location': '', 'description': '@RCSA 💙🤍 | Messi est le meilleur joueur de l’histoire 🐐👑 | #EURO2020 est à nous #FRA', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 151, 'friends_count': 262, 'listed_count': 0, 'created_at': 'Mon May 31 16:23:07 +0000 2021', 'favourites_count': 1149, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2498, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1401720046360186880/TMbo8yLd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1401720046360186880/TMbo8yLd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1399400934766153730/1623863032', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1399400934766153730, id_str='1399400934766153730', name='LK_SCH', screen_name='Messi_Legoatt', location='', description='@RCSA 💙🤍 | Messi est le meilleur joueur de l’histoire 🐐👑 | #EURO2020 est à nous #FRA', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=151, friends_count=262, listed_count=0, created_at=datetime.datetime(2021, 5, 31, 16, 23, 7), favourites_count=1149, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=2498, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1401720046360186880/TMbo8yLd_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1401720046360186880/TMbo8yLd_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1399400934766153730/1623863032', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
5,2021-06-22 08:49:30,1407259437048467458,"RT @CrewsMat19: Messi didn’t score against Paraguay so that the international opponent he has most goals would still be Brazil.

Goat thing…","User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 835834479772061696, 'id_str': '835834479772061696', 'name': 'ÄJ SARKCESS👑🇬🇭🇳🇬', 'screen_name': 'AJ_SARKCESS_', 'location': 'Inside Life🤝\uf8ff ', 'description': '\uf8ff Call me AJ Sarkcess 💯💙❤️...... Football lover ⚽️💯 💕 KNUST📚 Microbiology (M.Phil)... ShattaSark💕 MDK🔥 @sarkodie 💕 @shattawalegh 🔥 Agenda boy👻 \uf8ff', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8052, 'friends_count': 6838, 'listed_count': 3, 'created_at': 'Sun Feb 26 12:50:43 +0000 2017', 'favourites_count': 60887, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 31582, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1312188687451643905/2Gxt2dvd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1312188687451643905/2Gxt2dvd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/835834479772061696/1614224954', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=835834479772061696, id_str='835834479772061696', name='ÄJ SARKCESS👑🇬🇭🇳🇬', screen_name='AJ_SARKCESS_', location='Inside Life🤝\uf8ff ', description='\uf8ff Call me AJ Sarkcess 💯💙❤️...... Football lover ⚽️💯 💕 KNUST📚 Microbiology (M.Phil)... ShattaSark💕 MDK🔥 @sarkodie 💕 @shattawalegh 🔥 Agenda boy👻 \uf8ff', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=8052, friends_count=6838, listed_count=3, created_at=datetime.datetime(2017, 2, 26, 12, 50, 43), favourites_count=60887, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=31582, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1312188687451643905/2Gxt2dvd_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1312188687451643905/2Gxt2dvd_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/835834479772061696/1614224954', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
6,2021-06-22 08:49:29,1407259434997325826,"RT @LaLiga: 🇫🇷 @AntoGriezmann 🤗 Leo Messi 🇦🇷

#LaLigaSantander https://t.co/6BCXhrsW43","User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 848502689256411136, 'id_str': '848502689256411136', 'name': 'Darsh Sidhwani', 'screen_name': 'DarshSidhwani', 'location': 'Out of your league', 'description': 'believe Barça | Messi | Griezmann', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 983, 'friends_count': 994, 'listed_count': 1, 'created_at': 'Sun Apr 02 11:49:40 +0000 2017', 'favourites_count': 7893, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 15838, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1404495408324251652/IwTaYDHM_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1404495408324251652/IwTaYDHM_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/848502689256411136/1624263731', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=848502689256411136, id_str='848502689256411136', name='Darsh Sidhwani', screen_name='DarshSidhwani', location='Out of your league', description='believe Barça | Messi | Griezmann', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=983, friends_count=994, listed_count=1, created_at=datetime.datetime(2017, 4, 2, 11, 49, 40), favourites_count=7893, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=15838, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1404495408324251652/IwTaYDHM_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1404495408324251652/IwTaYDHM_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/848502689256411136/1624263731', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
7,2021-06-22 08:49:26,1407259422037053440,"RT @Elgarydelcap3: Viajero del tiempo estornuda.
Messi y mbappé: https://t.co/aBqmhNhRJb","User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 1340641243563511809, 'id_str': '1340641243563511809', 'name': 'Dissco', 'screen_name': 'DiscoYaa', 'location': 'Cairo 🇪🇬', 'description': 'honest cynical man/kid surviving everyday Cairo. wannabe comedy writer, music producer, painter, etc. 🇪🇬 ☭ #SixSeasonsAndAMovie', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 47, 'friends_count': 507, 'listed_count': 0, 'created_at': 'Sun Dec 20 12:52:43 +0000 2020', 'favourites_count': 17587, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2647, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1399884147221532672/cXJ9xpGN_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1399884147221532672/cXJ9xpGN_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1340641243563511809/1622800115', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1340641243563511809, id_str='1340641243563511809', name='Dissco', screen_name='DiscoYaa', location='Cairo 🇪🇬', description='honest cynical man/kid surviving everyday Cairo. wannabe comedy writer, music producer, painter, etc. 🇪🇬 ☭ #SixSeasonsAndAMovie', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=47, friends_count=507, listed_count=0, created_at=datetime.datetime(2020, 12, 20, 12, 52, 43), favourites_count=17587, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=2647, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1399884147221532672/cXJ9xpGN_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1399884147221532672/cXJ9xpGN_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1340641243563511809/1622800115', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
8,2021-06-22 08:49:24,1407259413413613570,@Godwin_n1 @kanisekere @kemnique Umwana nabonye birimo biraza mukibuga uhagaze nka messi😂,"User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 1279017872594014209, 'id_str': '1279017872594014209', 'name': 'Reka turye show 2', 'screen_name': 'RekaTurye', 'location': '', 'description': ""don't kill my vibe🙅\u200d♂️"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 10201, 'friends_count': 7009, 'listed_count': 3, 'created_at': 'Fri Jul 03 11:43:45 +0000 2020', 'favourites_count': 12300, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 9570, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1389825891241537536/zauNQsRg_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1389825891241537536/zauNQsRg_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1279017872594014209/1595398697', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1279017872594014209, id_str='1279017872594014209', name='Reka turye show 2', screen_name='RekaTurye', location='', description=""don't kill my vibe🙅\u200d♂️"", url=None, entities={'description': {'urls': []}}, protected=False, followers_count=10201, friends_count=7009, listed_count=3, created_at=datetime.datetime(2020, 7, 3, 11, 43, 45), favourites_count=12300, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=9570, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1389825891241537536/zauNQsRg_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1389825891241537536/zauNQsRg_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1279017872594014209/1595398697', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
9,2021-06-22 08:49:22,1407259407038267392,"RT @CrewsMat19: Who else would pay to watch full recordings of Messi in training? 

 https://t.co/CpLDTze2lZ","User(_api=<tweepy.api.API object at 0x0000019855652F70>, _json={'id': 2844233183, 'id_str': '2844233183', 'name': 'Miguel', 'screen_name': 'miguelppacheco1', 'location': '', 'description': '@fcporto @fcbarcelona', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 432, 'friends_count': 395, 'listed_count': 2, 'created_at': 'Sat Oct 25 20:50:18 +0000 2014', 'favourites_count': 4902, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 38637, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1382037380597698560/Jmfz208H_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1382037380597698560/Jmfz208H_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2844233183/1615845049', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=2844233183, id_str='2844233183', name='Miguel', screen_name='miguelppacheco1', location='', description='@fcporto @fcbarcelona', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=432, friends_count=395, listed_count=2, created_at=datetime.datetime(2014, 10, 25, 20, 50, 18), favourites_count=4902, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=38637, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1382037380597698560/Jmfz208H_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1382037380597698560/Jmfz208H_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/2844233183/1615845049', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])",0
